id,name,course_id,class_name,class_name_en,kind,classes,language,credit,period,information,capacity,star,department
EC73BE84CF9D1F5FE053CB0412AC09C7,弹性力学-01班-英文,MAE304,弹性力学,Elasticity,必修,专业核心课,英文,4,64,"<p>     <a href=""javascript:void(0);""    >章亮炽</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-16周,星期二第1-2节 一教505</p><p>1-16周,星期四第3-4节 一教505</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",30,18,力学与航空航天工程系
EC73BE84CFA61F5FE053CB0412AC09C7,传热学-01班-英文,MAE308,传热学,Heat Transfer,必修,专业基础课,英文,3,48,"<p>     <a href=""javascript:void(0);""    >余鹏</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-16周,星期三第3-4节 一教303</p><p>1-15单周,星期五第1-2节 一教303</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",40,30,力学与航空航天工程系
EC73BE84CFAA1F5FE053CB0412AC09C7,航空结构强度实验-01班-双语,MAE316,航空结构强度实验,Experiments in Aircraft Structural Mechanics,必修,专业核心课,双语,2,64,"<p>     <a href=""javascript:void(0);""    >刘晓宇</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-16周,星期二第5-8节 工学院北楼108</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",20,15,力学与航空航天工程系
EC73BE84CFD11F5FE053CB0412AC09C7,现代计算方法-01班-英文,MAE323,现代计算方法,Mordern Numerical Methods,选修,专业选修课,英文,3,64,"<p>     <a href=""javascript:void(0);""    >吴雷</a>     <a href=""javascript:void(0);""    >吴雷</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-6,8-16周,星期二第3-4节 一教505</p><p>1-10,12-16周,星期四第9-10节 三教503机房</p><p>6周,星期四第9-10节 一教505</p><p>11周,星期二第3-4节 三教503机房</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",40,27,力学与航空航天工程系
EC73BE84CFB21F5FE053CB0412AC09C7,喷气推进-01班-英文,MAE407,喷气推进,Jet and Propulsion,必修,专业选修课,英文,3,48,"<p>     <a href=""javascript:void(0);""    >刘宇</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-10,12-16周,星期一第3-4节 一教504</p><p>1-15单周,星期三第1-2节 一教504</p><p>10周,星期三第1-2节 一教504</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",40,17,力学与航空航天工程系
EC73BE84CFCD1F5FE053CB0412AC09C7,毕业论文（设计）-01班-双语-后置名单,MAE490,毕业论文（设计）,Degree Thesis (or Design),必修,毕业设计/论文,双语,8,256,<p>     <a href="javascript:void(0);"    >余鹏</a>     <a href="javascript:void(0);"    >陈雨程</a></p><div style='height: auto;' class="ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked"> <span class="ivu-tag-text"><p></span></div></p>,50,0,力学与航空航天工程系
ED6651CABF800CBAE053CA0412AC28F0,科技创新项目（创新与创业）-01班-双语-后置名单,MAE499,科技创新项目（创新与创业）,Research and Innovation Projects,必修,实践,双语,2,64,<p>     <a href="javascript:void(0);"    >余鹏</a>     <a href="javascript:void(0);"    >陈雨程</a></p><div style='height: auto;' class="ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked"> <span class="ivu-tag-text"><p></span></div></p>,50,0,力学与航空航天工程系
EB885D3AD89987D0E053CA0412AC2474,高等数值分析-01班-英文,MAE5002,高等数值分析,Advanced Numerical Methods,必修,专业必修课,英文,3,48,"<p>     <a href=""javascript:void(0);""    >张天汉</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-16周,星期三第9-11节 一教108</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",0,0,力学与航空航天工程系
EB885D3AD89787D0E053CA0412AC2474,高等应用数学-01班-英文,MAE5003,高等应用数学,Advanced Methods in Applied Mathematics,必修,专业必修课,英文,3,48,"<p>     <a href=""javascript:void(0);""    >杨东</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-16周,星期一第3-4节 一教301</p><p>1-15单周,星期三第3-4节 一教301</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",0,0,力学与航空航天工程系
EB885D3AD89B87D0E053CA0412AC2474,高等计算流体力学-01班-英文,MAE5005,高等计算流体力学,Advanced Computational Fluid Mechanics,必修,专业核心课,英文,3,48,"<p>     <a href=""javascript:void(0);""    >王连平</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-5,7,9-16周,星期二第7-8节 一教504</p><p>1-15单周,星期四第7-8节 一教504</p><p>4周,星期四第7-8节 一教504</p><p>10周,星期四第7-8节 一教504</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",32,22,力学与航空航天工程系
ECDD7781FF893A56E053CB0412ACC2A8,高等弹性力学-01班-英文,MAE5006,高等弹性力学,Advanced Elasticity,必修,专业核心课,英文,3,48,"<p>     <a href=""javascript:void(0);""    >黄克服</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-6,8-16周,星期二第3-4节 一教503</p><p>2-16双周,星期四第3-4节 一教503</p><p>6周,星期三第3-4节 一教502</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",0,0,力学与航空航天工程系
EB885D3AD89D87D0E053CA0412AC2474,高等计算固体力学-01班-英文,MAE5007,高等计算固体力学,Advanced Computational  Solid Mechanics,必修,专业核心课,英文,3,48,"<p>     <a href=""javascript:void(0);""    >刘巨</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-16周,星期一第5-6节 一教303</p><p>2-14双,15周,星期三第5-6节 一教303</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",0,0,力学与航空航天工程系
EB885D3AD8A987D0E053CA0412AC2474,湍流-01班-英文,MAE5015,湍流,Turbulence,选修,专业选修课,英文,3,48,"<p>     <a href=""javascript:void(0);""    >夏克青</a>     <a href=""javascript:void(0);""    >黄仕迪</a>     <a href=""javascript:void(0);""    >黄仕迪</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-13,16周,星期二第9-10节 三教211</p><p>1-16周,星期二第11-11节 三教211</p><p>14周,星期二第9-10节 三教211</p><p>15周,星期二第9-10节 三教211</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",0,0,力学与航空航天工程系
EB885D3AD8AB87D0E053CA0412AC2474,高等传热学-01班-英文,MAE5016,高等传热学,Advanced Heat Transfer,选修,专业选修课,英文,3,48,"<p>     <a href=""javascript:void(0);""    >黄仕迪</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-16周,星期五第3-4节 三教212</p><p>2-16双周,星期三第3-4节 三教212</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",0,0,力学与航空航天工程系
EB885D3AD8A587D0E053CA0412AC2474,界面现象-01班-英文,MAE5027,界面现象,Interfacial Phenomena,选修,专业选修课,英文,3,48,"<p>     <a href=""javascript:void(0);""    >邓巍巍</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-4,6-16周,星期一第9-10节 三教102</p><p>1-16周,星期一第11-11节 三教102</p><p>5周,星期日第9-10节 三教102</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",20,16,力学与航空航天工程系
EB885D3AD8AF87D0E053CA0412AC2474,航空发动机工程通论-01班-中文,MAE7002,航空发动机工程通论,General Theory of Aeroengine Engineering,选修,专业选修课,中文,3,48,"<p>     <a href=""javascript:void(0);""    >甘晓华</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-16周,星期五第9-11节 三教212</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",0,0,力学与航空航天工程系
EE2056DF24853DFCE053CA0412AC0C7D,软材料力学-01班-英文,MAE7003,软材料力学,Mechanics of Soft Materials,,专业选修课,英文,3,48,"<p>     <a href=""javascript:void(0);""    >杨灿辉</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-16周,星期二第7-8节 三教303</p><p>2-16双周,星期四第7-8节 三教303</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",5,3,力学与航空航天工程系
EB885D3AD8AD87D0E053CA0412AC2474,高等连续介质力学A-01班-英文,MAE8002,高等连续介质力学A,Advanced Continuum Mechanics A,必修,专业必修课,英文,3,48,"<p>     <a href=""javascript:void(0);""    >袁鸿雁</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-16周,星期二第5-6节 一教404</p><p>1-15单周,星期四第5-6节 一教404</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",0,0,力学与航空航天工程系
EB885D3AD8B387D0E053CA0412AC2474,高等连续介质力学B-01班-英文,MAE8003,高等连续介质力学B,Advanced Continuum Mechanics B MAE8003,必修,专业必修课,英文,3,48,"<p>     <a href=""javascript:void(0);""    >谭唤书</a></p><p><b style='font-weight:bold'>上课信息:</b><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-cyan ivu-tag-checked""><span class=""ivu-tag-text""><p>1-16周,星期二第5-6节 一教406</p><p>1-15单周,星期四第5-6节 一教406</p></span></div></p><div style='height: auto;' class=""ivu-tag ivu-tag-size-default ivu-tag-green ivu-tag-checked""> <span class=""ivu-tag-text""><p></span></div></p>",0,0,力学与航空航天工程系
